"wariant";"profil";"nr";"kategoria";"kategoria_nazwa";"kafelek1_kod";"kafelek1";"kafelek2_kod";"kafelek2";"opis_stanu";"procedura_html";"confluence_storage"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"27";"C";"BACKUP WYMAGANY";"ziel";"zielony";"czerw_qmark";"czerwony ?";"Dokument wysłany prawidłowo, trwa oczekiwanie na ACK, który nie napłynął w zadanym czasie (>2-3 min).";"<strong>Postępowanie:</strong><ol><li>Czekaj 5 min → <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> (⚠ nie wysyłaj ponownie!)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>Processed</b> → oznacz 'R' + zgłoś</li><li><b>Rejected</b> → patrz Stan 26 (kod ACK)</li><li><b>brak wpisu</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a>. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18 — pełny opis</a>]</span></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 27 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony ?</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument wysłany prawidłowo, trwa oczekiwanie na ACK, który nie napłynął w zadanym czasie (&gt;2-3 min).</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Czekaj 5 min → <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> (⚠ nie wysyłaj ponownie!)</li></ol><strong>Jeżeli:</strong><ul><li><b>Processed</b> → oznacz 'R' + zgłoś</li><li><b>Rejected</b> → patrz Stan 26 (kod ACK)</li><li><b>brak wpisu</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a>. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18 — pełny opis</a>]</span></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"28";"C";"BACKUP WYMAGANY";"ziel";"zielony";"czarn";"czarny";"Dokument wysłany prawidłowo, ACK nie napłynął do CET.";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> → sprawdź status</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>Processed</b> → oznacz 'R' + zgłoś (→ Stan 2)</li><li><b>Rejected</b> → wyślij ponownie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a> ""po CET""</li><li><b>brak</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a>. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18 — pełny opis</a>]</span> + powiadom <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 28 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument wysłany prawidłowo, ACK nie napłynął do CET.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> → sprawdź status</li></ol><strong>Jeżeli:</strong><ul><li><b>Processed</b> → oznacz 'R' + zgłoś (→ Stan 2)</li><li><b>Rejected</b> → wyślij ponownie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a> ""po CET""</li><li><b>brak</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a>. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18 — pełny opis</a>]</span> + powiadom <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"29";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"czarn";"czarny";"Wysłany dokument nie spełnia kryterium rozmiaru. ACK nie napłynął do CET. Krytyczne.";"<strong>Postępowanie (KRYTYCZNE w C):</strong><ol><li>Wygeneruj poprawny plik w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"" target=""_blank"" contenteditable=""false"">szczegółowa procedura (ze screenami)</a> ""po CET"" (jeśli bramka otwarta)</li><li>Natychmiast: zgłoś + powiadom <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ol><div class=""full-link"">Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"" target=""_blank"" contenteditable=""false"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18</a></div>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 29 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysłany dokument nie spełnia kryterium rozmiaru. ACK nie napłynął do CET. Krytyczne.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (KRYTYCZNE w C):</strong><ol><li>Wygeneruj poprawny plik w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"">szczegółowa procedura (ze screenami)</a> ""po CET"" (jeśli bramka otwarta)</li><li>Natychmiast: zgłoś + powiadom <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ol><div>Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18</a></div></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"30";"C";"BACKUP WYMAGANY";"fiol";"fioletowy";"czerw";"czerwony";"Dokument zarejestrowany w CCTool po CET (wysyłka pozytywna), ale walidacja zakończona negatywnie — ACK Rejected po CET.";"<strong>Postępowanie (po CET):</strong><ol><li>Najedź kursorem na status i odczytaj kod ACK (kontekst: rejestracja po CET)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>kod 20 (bramka dla pliku zamknięta)</b> → po CET bramka zamknięta → zgłoś + powiadom <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li><li><b>kod 21 (wersja nie jest wyższa niż zapisana)</b> → wygeneruj kolejną wersję w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"" target=""_blank"" contenteditable=""false"">szczegółowa procedura (ze screenami)</a> (jeśli bramka otwarta)</li><li><b>kod 30 (rozmiar pliku niezgodny)</b> → wygeneruj ponownie w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"" target=""_blank"" contenteditable=""false"">szczegółowa procedura (ze screenami)</a> (jeśli bramka otwarta)</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 30 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument zarejestrowany w CCTool po CET (wysyłka pozytywna), ale walidacja zakończona negatywnie — ACK Rejected po CET.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (po CET):</strong><ol><li>Najedź kursorem na status i odczytaj kod ACK (kontekst: rejestracja po CET)</li></ol><strong>Jeżeli:</strong><ul><li><b>kod 20 (bramka dla pliku zamknięta)</b> → po CET bramka zamknięta → zgłoś + powiadom <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li><li><b>kod 21 (wersja nie jest wyższa niż zapisana)</b> → wygeneruj kolejną wersję w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"">szczegółowa procedura (ze screenami)</a> (jeśli bramka otwarta)</li><li><b>kod 30 (rozmiar pliku niezgodny)</b> → wygeneruj ponownie w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"">szczegółowa procedura (ze screenami)</a> (jeśli bramka otwarta)</li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"31";"C";"BACKUP WYMAGANY";"fiol";"fioletowy";"czarn";"czarny";"Dokument zarejestrowany w CCTool po CET (wysyłka pozytywna), ale ACK walidacji nie napłynął — plik dostarczony, lecz niezwalidowany.";"<strong>Postępowanie (po CET):</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> → sprawdź status walidacji (plik dostarczony po CET)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>Processed</b> → oznacz 'R' w CCM + zgłoś</li><li><b>Rejected</b> → postępuj jak w Stanie 30 (odczytaj kod ACK)</li><li><b>brak wpisu</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a>. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18 — pełny opis</a>]</span> + powiadom <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 31 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument zarejestrowany w CCTool po CET (wysyłka pozytywna), ale ACK walidacji nie napłynął — plik dostarczony, lecz niezwalidowany.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (po CET):</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> → sprawdź status walidacji (plik dostarczony po CET)</li></ol><strong>Jeżeli:</strong><ul><li><b>Processed</b> → oznacz 'R' w CCM + zgłoś</li><li><b>Rejected</b> → postępuj jak w Stanie 30 (odczytaj kod ACK)</li><li><b>brak wpisu</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a>. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18 — pełny opis</a>]</span> + powiadom <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"32";"D";"KRYTYCZNY";"czarn";"czarny";"czarn";"czarny";"Dokument nie został dostarczony do CCTool, ACK nie napłynął. Minął czas CET. KRYTYCZNE — po CET dograć nie można.";"<strong>Postępowanie (KRYTYCZNE — brak naprawy):</strong><ol><li>Telefon do <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a> + zgłoś (priorytet P1)</li><li>Po CET — brak naprawy. Diagnoza przyczyn: <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">Kreator</a> &middot; <a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a> &middot; <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a></li></ol><div class=""full-link"">Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R04"" target=""_blank"" contenteditable=""false"">R04</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R20"" target=""_blank"" contenteditable=""false"">R20</a></div>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 32 · KRYTYCZNY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument nie został dostarczony do CCTool, ACK nie napłynął. Minął czas CET. KRYTYCZNE — po CET dograć nie można.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (KRYTYCZNE — brak naprawy):</strong><ol><li>Telefon do <a href=""Inwentarz_IDCC.html#N13"">RCC</a> + zgłoś (priorytet P1)</li><li>Po CET — brak naprawy. Diagnoza przyczyn: <a href=""Inwentarz_IDCC.html#N08"">Kreator</a> &middot; <a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a> &middot; <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a></li></ol><div>Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R04"">R04</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R20"">R20</a></div></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"1";"B";"MONITORING";"szary";"szary";"szary";"szary";"Przedwczesne (>30 min do TET). Walidacja ATC jeszcze nie ukończona.";"<strong>Monitoring — sprawdź w aplikacji CCM postęp walidacji paczki PERUN_IDx_ATC.</strong>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 1 · MONITORING</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">szary</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">szary</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Przedwczesne (&gt;30 min do TET). Walidacja ATC jeszcze nie ukończona.</p><p><strong>Procedury awaryjne:</strong></p><strong>Monitoring — sprawdź w aplikacji CCM postęp walidacji paczki PERUN_IDx_ATC.</strong></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"2";"B";"MONITORING";"pomar";"pomarańczowy";"pomar";"pomarańczowy";"Zbliża się TET, brak FIDx-928. Walidacja paczki ATC w toku.";"<strong>Postępowanie:</strong><ol><li>Rozwiń agregat PERUN_IDx_ATC → zweryfikuj składowe</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>brak składowej</b> → uzupełnij brakującą składową w aplikacji CCM (HTML §5.4)</li><li><b>składowe OK</b> → monitoruj — czekaj na wynik walidacji</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 2 · MONITORING</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Yellow</ac:parameter><ac:parameter ac:name=""title"">pomarańczowy</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Yellow</ac:parameter><ac:parameter ac:name=""title"">pomarańczowy</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Zbliża się TET, brak FIDx-928. Walidacja paczki ATC w toku.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Rozwiń agregat PERUN_IDx_ATC → zweryfikuj składowe</li></ol><strong>Jeżeli:</strong><ul><li><b>brak składowej</b> → uzupełnij brakującą składową w aplikacji CCM (HTML §5.4)</li><li><b>składowe OK</b> → monitoruj — czekaj na wynik walidacji</li></ul></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"3";"C";"BACKUP WYMAGANY";"czerw";"czerwony";"czerw";"czerwony";"Zbliża się CET — brak wyniku walidacji ATC. Stan alarmowy.";"<strong>Postępowanie (zbliża się CET):</strong><ol><li>Ostatnia szansa: dokończ uzupełnienia paczki ATC w CCM; sprawdź <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> (Message Viewer)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>plik dotrze</b> → OK — koniec</li><li><b>błąd</b> → odczytaj kod ACK (patrz Stan 6)</li><li><b>brak</b> → zgłoś</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 3 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Zbliża się CET — brak wyniku walidacji ATC. Stan alarmowy.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (zbliża się CET):</strong><ol><li>Ostatnia szansa: dokończ uzupełnienia paczki ATC w CCM; sprawdź <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> (Message Viewer)</li></ol><strong>Jeżeli:</strong><ul><li><b>plik dotrze</b> → OK — koniec</li><li><b>błąd</b> → odczytaj kod ACK (patrz Stan 6)</li><li><b>brak</b> → zgłoś</li></ul></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"4";"D";"KRYTYCZNY";"czarn";"czarny";"czarn";"czarny";"Minął CET, brak FIDx-928. KRYTYCZNE — brak lokalnego fallbacku.";"<strong>Postępowanie (KRYTYCZNE — minął CET):</strong><ol><li>⛔ STOP — żadnych działań ręcznych. Brak lokalnego fallbacku (HTML §5.4: brak wyniku ATC w czasie → Dyspozytor nie wykonuje dalszych czynności).</li><li>Zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ol><div class=""full-link"">Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R04"" target=""_blank"" contenteditable=""false"">R04</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18</a></div>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 4 · KRYTYCZNY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Minął CET, brak FIDx-928. KRYTYCZNE — brak lokalnego fallbacku.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (KRYTYCZNE — minął CET):</strong><ol><li>⛔ STOP — żadnych działań ręcznych. Brak lokalnego fallbacku (HTML §5.4: brak wyniku ATC w czasie → Dyspozytor nie wykonuje dalszych czynności).</li><li>Zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ol><div>Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R04"">R04</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18</a></div></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"5";"A";"OK";"ziel";"zielony";"ziel";"zielony";"Happy Day — walidacja ATC zakończona poprawnie, wynik opublikowany.";"<strong>Brak interwencji — walidacja ATC zakończona poprawnie.</strong>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 5 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Happy Day — walidacja ATC zakończona poprawnie, wynik opublikowany.</p><p><strong>Procedury awaryjne:</strong></p><strong>Brak interwencji — walidacja ATC zakończona poprawnie.</strong></ac:rich-text-body></ac:structured-macro>"
