"wariant";"profil";"nr";"kategoria";"kategoria_nazwa";"kafelek1_kod";"kafelek1";"kafelek2_kod";"kafelek2";"opis_stanu";"procedura_html";"confluence_storage"
"2CCT — AC (źródło ZP)";"2CCT";"23";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"czerw_qmark";"czerwony ?";"Wysłany dokument nie spełnia kryterium rozmiaru. Oczekiwanie na ACK — upłynęło więcej niż 2 min.";"<strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → sprawdź rozmiar; pobierz z <a href=""Inwentarz_IDCC.html#N04"" target=""_blank"" contenteditable=""false"">MinIO</a> i rozpakuj</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>zawartość OK mimo rozmiaru</b> → oznacz 'R' (→ Stan 20)</li><li><b>zawartość niepoprawna</b> → Plik został odrzucony — odczytaj kod błędu z potwierdzenia ACK i zareaguj zależnie od kodu:<ul class=""codes""><li><b>kod 20</b> (bramka dla pliku zamknięta) — zgłoś administratorowi <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a></li><li><b>kod 21</b> (wersja nie jest wyższa niż już zapisana) — w źródle podnieś numer wersji i wyślij plik ponownie</li><li><b>kod 30</b> (rozmiar pliku niezgodny) — pobierz poprawny plik i wyślij ponownie</li></ul> <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R05"" target=""_blank"" contenteditable=""false"">R05 — pełny opis</a>]</span></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 23 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony ?</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysłany dokument nie spełnia kryterium rozmiaru. Oczekiwanie na ACK — upłynęło więcej niż 2 min.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → sprawdź rozmiar; pobierz z <a href=""Inwentarz_IDCC.html#N04"">MinIO</a> i rozpakuj</li></ol><strong>Jeżeli:</strong><ul><li><b>zawartość OK mimo rozmiaru</b> → oznacz 'R' (→ Stan 20)</li><li><b>zawartość niepoprawna</b> → Plik został odrzucony — odczytaj kod błędu z potwierdzenia ACK i zareaguj zależnie od kodu:<ul><li><b>kod 20</b> (bramka dla pliku zamknięta) — zgłoś administratorowi <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a></li><li><b>kod 21</b> (wersja nie jest wyższa niż już zapisana) — w źródle podnieś numer wersji i wyślij plik ponownie</li><li><b>kod 30</b> (rozmiar pliku niezgodny) — pobierz poprawny plik i wyślij ponownie</li></ul> <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R05"">R05 — pełny opis</a>]</span></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — AC (źródło ZP)";"2CCT";"24";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"czerw";"czerwony";"Wysłany dokument nie spełnia kryterium rozmiaru, a ACK ma status czerwony — typowo kod 30.";"<strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → potwierdź rozmiar</li><li>Pobierz poprawny plik z <a href=""Inwentarz_IDCC.html#P02"" target=""_blank"" contenteditable=""false"">aplikacji ZP</a> (Pobierz XML) i wyślij przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a> z kolejnym numerem wersji</li><li>Nadal za mały → zgłoś</li></ol><div class=""full-link"">Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"" target=""_blank"" contenteditable=""false"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R20"" target=""_blank"" contenteditable=""false"">R20</a></div>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 24 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysłany dokument nie spełnia kryterium rozmiaru, a ACK ma status czerwony — typowo kod 30.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → potwierdź rozmiar</li><li>Pobierz poprawny plik z <a href=""Inwentarz_IDCC.html#P02"">aplikacji ZP</a> (Pobierz XML) i wyślij przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a> z kolejnym numerem wersji</li><li>Nadal za mały → zgłoś</li></ol><div>Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R20"">R20</a></div></ac:rich-text-body></ac:structured-macro>"
"2CCT — AC (źródło ZP)";"2CCT";"25";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"fiol";"fioletowy";"Wysłany dokument nie spełnia kryterium rozmiaru. ACK napłynął po CET z pozytywnym komunikatem. Sprzeczność.";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#P04"" target=""_blank"" contenteditable=""false"">Pobierz z MinIO</a> → rozpakuj → sprawdź zawartość</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>zawartość OK</b> → oznacz 'R' (→ Stan 20); zgłoś</li><li><b>niepoprawna</b> → zgłoś</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 25 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysłany dokument nie spełnia kryterium rozmiaru. ACK napłynął po CET z pozytywnym komunikatem. Sprzeczność.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#P04"">Pobierz z MinIO</a> → rozpakuj → sprawdź zawartość</li></ol><strong>Jeżeli:</strong><ul><li><b>zawartość OK</b> → oznacz 'R' (→ Stan 20); zgłoś</li><li><b>niepoprawna</b> → zgłoś</li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — AC (źródło ZP)";"2CCT";"26";"C";"BACKUP WYMAGANY";"ziel";"zielony";"czerw";"czerwony";"Dokument wysłany prawidłowo do CCTool, ale ACK negatywny (Rejected). Kody: 20/21/30.";"<strong>Postępowanie:</strong><ol><li>Najedź kursorem na status i odczytaj kod ACK</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>kod 20 (bramka dla pliku zamknięta)</b> → zgłoś (administrator <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> otwiera bramkę); sprawdź proces <code>IDx-AC-FORWARDING</code></li><li><b>kod 21 (wersja nie jest wyższa niż zapisana)</b> → podnieś numer wersji w <a href=""Inwentarz_IDCC.html#P02"" target=""_blank"" contenteditable=""false"">aplikacji ZP</a> i wyślij plik ponownie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a></li><li><b>kod 30 (rozmiar pliku niezgodny)</b> → pobierz poprawny plik z <a href=""Inwentarz_IDCC.html#N04"" target=""_blank"" contenteditable=""false"">MinIO</a> lub <a href=""Inwentarz_IDCC.html#P02"" target=""_blank"" contenteditable=""false"">aplikacji ZP</a> i wyślij ponownie</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 26 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument wysłany prawidłowo do CCTool, ale ACK negatywny (Rejected). Kody: 20/21/30.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Najedź kursorem na status i odczytaj kod ACK</li></ol><strong>Jeżeli:</strong><ul><li><b>kod 20 (bramka dla pliku zamknięta)</b> → zgłoś (administrator <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> otwiera bramkę); sprawdź proces <code>IDx-AC-FORWARDING</code></li><li><b>kod 21 (wersja nie jest wyższa niż zapisana)</b> → podnieś numer wersji w <a href=""Inwentarz_IDCC.html#P02"">aplikacji ZP</a> i wyślij plik ponownie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a></li><li><b>kod 30 (rozmiar pliku niezgodny)</b> → pobierz poprawny plik z <a href=""Inwentarz_IDCC.html#N04"">MinIO</a> lub <a href=""Inwentarz_IDCC.html#P02"">aplikacji ZP</a> i wyślij ponownie</li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — AC (źródło ZP)";"2CCT";"27";"C";"BACKUP WYMAGANY";"ziel";"zielony";"czerw_qmark";"czerwony ?";"Dokument wysłany prawidłowo, trwa oczekiwanie na ACK, który nie napłynął w zadanym czasie (>2-3 min).";"<strong>Postępowanie:</strong><ol><li>Czekaj 5 min → <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> (⚠ nie wysyłaj ponownie!)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>Processed</b> → oznacz 'R' + zgłoś</li><li><b>Rejected</b> → patrz Stan 26 (kod ACK)</li><li><b>brak wpisu</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie pobierz plik ze źródła (<a href=""Inwentarz_IDCC.html#P02"" target=""_blank"" contenteditable=""false"">aplikacji ZP</a>) i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a>. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18 — pełny opis</a>]</span></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 27 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony ?</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument wysłany prawidłowo, trwa oczekiwanie na ACK, który nie napłynął w zadanym czasie (&gt;2-3 min).</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Czekaj 5 min → <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> (⚠ nie wysyłaj ponownie!)</li></ol><strong>Jeżeli:</strong><ul><li><b>Processed</b> → oznacz 'R' + zgłoś</li><li><b>Rejected</b> → patrz Stan 26 (kod ACK)</li><li><b>brak wpisu</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie pobierz plik ze źródła (<a href=""Inwentarz_IDCC.html#P02"">aplikacji ZP</a>) i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a>. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18 — pełny opis</a>]</span></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — AC (źródło ZP)";"2CCT";"28";"C";"BACKUP WYMAGANY";"ziel";"zielony";"czarn";"czarny";"Dokument wysłany prawidłowo, ACK nie napłynął do CET.";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> → sprawdź status</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>Processed</b> → oznacz 'R' + zgłoś (→ Stan 2)</li><li><b>Rejected</b> → wyślij ponownie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a> ""po CET""</li><li><b>brak</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie pobierz plik ze źródła (<a href=""Inwentarz_IDCC.html#P02"" target=""_blank"" contenteditable=""false"">aplikacji ZP</a>) i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a>. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18 — pełny opis</a>]</span> + powiadom <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 28 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument wysłany prawidłowo, ACK nie napłynął do CET.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> → sprawdź status</li></ol><strong>Jeżeli:</strong><ul><li><b>Processed</b> → oznacz 'R' + zgłoś (→ Stan 2)</li><li><b>Rejected</b> → wyślij ponownie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a> ""po CET""</li><li><b>brak</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie pobierz plik ze źródła (<a href=""Inwentarz_IDCC.html#P02"">aplikacji ZP</a>) i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a>. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18 — pełny opis</a>]</span> + powiadom <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — AC (źródło ZP)";"2CCT";"29";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"czarn";"czarny";"Wysłany dokument nie spełnia kryterium rozmiaru. ACK nie napłynął do CET. Krytyczne.";"<strong>Postępowanie (KRYTYCZNE w C):</strong><ol><li>Pobierz poprawny plik z <a href=""Inwentarz_IDCC.html#P02"" target=""_blank"" contenteditable=""false"">aplikacji ZP</a> i wyślij przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a> ""po CET"" (jeśli bramka otwarta)</li><li>Natychmiast: zgłoś + powiadom <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ol><div class=""full-link"">Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"" target=""_blank"" contenteditable=""false"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18</a></div>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 29 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysłany dokument nie spełnia kryterium rozmiaru. ACK nie napłynął do CET. Krytyczne.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (KRYTYCZNE w C):</strong><ol><li>Pobierz poprawny plik z <a href=""Inwentarz_IDCC.html#P02"">aplikacji ZP</a> i wyślij przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a> ""po CET"" (jeśli bramka otwarta)</li><li>Natychmiast: zgłoś + powiadom <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ol><div>Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18</a></div></ac:rich-text-body></ac:structured-macro>"
"2CCT — AC (źródło ZP)";"2CCT";"30";"C";"BACKUP WYMAGANY";"fiol";"fioletowy";"czerw";"czerwony";"Dokument zarejestrowany w CCTool po CET (wysyłka pozytywna), ale walidacja zakończona negatywnie — ACK Rejected po CET.";"<strong>Postępowanie (po CET):</strong><ol><li>Najedź kursorem na status i odczytaj kod ACK (kontekst: rejestracja po CET)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>kod 20 (bramka dla pliku zamknięta)</b> → po CET bramka zamknięta → zgłoś + powiadom <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li><li><b>kod 21 (wersja nie jest wyższa niż zapisana)</b> → podnieś numer wersji w <a href=""Inwentarz_IDCC.html#P02"" target=""_blank"" contenteditable=""false"">aplikacji ZP</a> i wyślij plik ponownie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a> (jeśli bramka otwarta)</li><li><b>kod 30 (rozmiar pliku niezgodny)</b> → pobierz poprawny plik z <a href=""Inwentarz_IDCC.html#N04"" target=""_blank"" contenteditable=""false"">MinIO</a> lub <a href=""Inwentarz_IDCC.html#P02"" target=""_blank"" contenteditable=""false"">aplikacji ZP</a> i wyślij ponownie (jeśli bramka otwarta)</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 30 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument zarejestrowany w CCTool po CET (wysyłka pozytywna), ale walidacja zakończona negatywnie — ACK Rejected po CET.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (po CET):</strong><ol><li>Najedź kursorem na status i odczytaj kod ACK (kontekst: rejestracja po CET)</li></ol><strong>Jeżeli:</strong><ul><li><b>kod 20 (bramka dla pliku zamknięta)</b> → po CET bramka zamknięta → zgłoś + powiadom <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li><li><b>kod 21 (wersja nie jest wyższa niż zapisana)</b> → podnieś numer wersji w <a href=""Inwentarz_IDCC.html#P02"">aplikacji ZP</a> i wyślij plik ponownie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a> (jeśli bramka otwarta)</li><li><b>kod 30 (rozmiar pliku niezgodny)</b> → pobierz poprawny plik z <a href=""Inwentarz_IDCC.html#N04"">MinIO</a> lub <a href=""Inwentarz_IDCC.html#P02"">aplikacji ZP</a> i wyślij ponownie (jeśli bramka otwarta)</li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — AC (źródło ZP)";"2CCT";"31";"C";"BACKUP WYMAGANY";"fiol";"fioletowy";"czarn";"czarny";"Dokument zarejestrowany w CCTool po CET (wysyłka pozytywna), ale ACK walidacji nie napłynął — plik dostarczony, lecz niezwalidowany.";"<strong>Postępowanie (po CET):</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> → sprawdź status walidacji (plik dostarczony po CET)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>Processed</b> → oznacz 'R' w CCM + zgłoś</li><li><b>Rejected</b> → postępuj jak w Stanie 30 (odczytaj kod ACK)</li><li><b>brak wpisu</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie pobierz plik ze źródła (<a href=""Inwentarz_IDCC.html#P02"" target=""_blank"" contenteditable=""false"">aplikacji ZP</a>) i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a>. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18 — pełny opis</a>]</span> + powiadom <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 31 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument zarejestrowany w CCTool po CET (wysyłka pozytywna), ale ACK walidacji nie napłynął — plik dostarczony, lecz niezwalidowany.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (po CET):</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> → sprawdź status walidacji (plik dostarczony po CET)</li></ol><strong>Jeżeli:</strong><ul><li><b>Processed</b> → oznacz 'R' w CCM + zgłoś</li><li><b>Rejected</b> → postępuj jak w Stanie 30 (odczytaj kod ACK)</li><li><b>brak wpisu</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie pobierz plik ze źródła (<a href=""Inwentarz_IDCC.html#P02"">aplikacji ZP</a>) i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a>. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18 — pełny opis</a>]</span> + powiadom <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — AC (źródło ZP)";"2CCT";"32";"D";"KRYTYCZNY";"czarn";"czarny";"czarn";"czarny";"Dokument nie został dostarczony do CCTool, ACK nie napłynął. Minął czas CET. KRYTYCZNE — po CET dograć nie można.";"<strong>Postępowanie (KRYTYCZNE — brak naprawy):</strong><ol><li>Telefon do <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a> + zgłoś (priorytet P1)</li><li>Po CET — brak naprawy. Diagnoza przyczyn: <a href=""Inwentarz_IDCC.html#N06"" target=""_blank"" contenteditable=""false"">ZP</a> &middot; <a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a> &middot; <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a></li></ol><div class=""full-link"">Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R04"" target=""_blank"" contenteditable=""false"">R04</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R20"" target=""_blank"" contenteditable=""false"">R20</a></div>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — AC (źródło ZP) — Stan 32 · KRYTYCZNY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument nie został dostarczony do CCTool, ACK nie napłynął. Minął czas CET. KRYTYCZNE — po CET dograć nie można.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (KRYTYCZNE — brak naprawy):</strong><ol><li>Telefon do <a href=""Inwentarz_IDCC.html#N13"">RCC</a> + zgłoś (priorytet P1)</li><li>Po CET — brak naprawy. Diagnoza przyczyn: <a href=""Inwentarz_IDCC.html#N06"">ZP</a> &middot; <a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a> &middot; <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a></li></ol><div>Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R04"">R04</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R20"">R20</a></div></ac:rich-text-body></ac:structured-macro>"
